key,term,cover,map,artist,title,year,license,caption_line1,note,source_file
hades-w106,Hades,,,Anonymous,Hades and Persephone,c. 340 BC,,"Anonymous · Hades and Persephone, c. 340 BC",Hades — driving the four-horse chariot,"File:Hades_and_Persephone,_Vergina.jpg"
hades-w107,Hades,,,Anonymous,Hades,c. 1885,,"Anonymous · Hades, c. 1885",,File:Hades.png
helen-1,Helen,Y,,Evelyn De Morgan,Helen of Troy,1898,,"Evelyn De Morgan · Helen of Troy, 1898",,File:Helen_of_Troy.jpg
helen-2,Helen,,,Frederick Sandys,Helen of Troy,1867,,"Frederick Sandys · Helen of Troy, 1867",,File:Helen_of_Troy_-_Anthony_Frederick_Augustus_Sandys.jpg
helen-w100,Helen,,,Anonymous,The Fall of Troy: Menelaus Recovering Helen,c. 440 BC,,"Anonymous · The Fall of Troy: Menelaus Recovering Helen, c. 440 BC","Helen — the clothed woman at far left, before Menelaus",File:Ajax_drags_Cassandra_from_Palladium.jpg
helen-w101,Helen,,,Anonymous,Helen and Paris,c. 60 AD,CC BY-SA 3.0,"Anonymous · Helen and Paris, c. 60 AD (CC BY-SA 3.0)",Helen — the seated woman at left,File:Casa_degli_Amorini_Dorati_(Pompei)_WLM_020.JPG
helen-w102,Helen,,,Anonymous,Helen and Paris,c. 60 AD,CC BY-SA 4.0,"Anonymous · Helen and Paris, c. 60 AD (CC BY-SA 4.0)",Helen — the woman beside the warrior at the horse,File:Casa_dell%27Efebo_0058_(cropped).jpg
helen-w104,Helen,,,Guido Reni,The Abduction of Helen,c. 1631,,"Guido Reni · The Abduction of Helen, c. 1631",Helen — the woman in white led by Paris at right,"File:Enl%C3%A8vement_d%27H%C3%A9l%C3%A8ne,_Reni_(Louvre_INV_539)_09.jpg"
helen-w105,Helen,,,Enrique Simonet,The Judgement of Paris,1904,,"Enrique Simonet · The Judgement of Paris, 1904",Helen — not shown; the contest that awarded her to Paris,File:Enrique_Simonet_-_El_Juicio_de_Paris.jpg
helen-w106,Helen,,,Exekias,The Recovery of Helen,c. 540-530 BC,,"Exekias · The Recovery of Helen, c. 540-530 BC",Helen — the veiled draped woman at center,File:Exekias_-_Black-figure_Belly_Amphora_with_the_Reclamation_of_Helen_and_Herakles_and_Kerberos_-_Walters_4816_-_Side_B_Detail.jpg
helen-w107,Helen,,,Anonymous,The Meeting of Helen and Paris,c. 60 AD,CC BY-SA 4.0,"Anonymous · The Meeting of Helen and Paris, c. 60 AD (CC BY-SA 4.0)","Helen — woman at left (inscribed ΕΛΕΝΗ), facing Paris","File:Fresco_depicting_the_meeting_of_Helen_and_Alexandros_(Paris),_Black_Room,_Pompeii.jpg"
helen-w108,Helen,,,Girolamo Genga,The Abduction of Helen,c. 1510,,"Girolamo Genga · The Abduction of Helen, c. 1510","Helen — crowned woman seized by soldiers, center",File:Girolamo_Genga_L%27enl%C3%A8vement_d%27H%C3%A9l%C3%A8ne.JPG
helen-w109,Helen,,,Menelaus Painter,Helen and Menelaus,c. 450 BC,,"Menelaus Painter · Helen and Menelaus, c. 450 BC","Helen — fleeing woman at center, pursued by Menelaus",File:Helen_Menelaus_Louvre_G424.jpg
helius-1,Helius,Y,,after Guido Reni,Aurora and the Chariot of the Sun,1614,,"after Guido Reni · Aurora and the Chariot of the Sun, 1614",Helius — the sun god driving the chariot at upper left,File:Guido_Reni_(1575-1642)_(after)_-_Aurora_and_the_Chariot_of_the_Sun_Driven_by_Apollo_-_LDS6023_-_Burton_Constable_Hall.jpg
helius-2,Helius,,,Anonymous,Helios in His Chariot,4th c. BC,,"Anonymous · Helios in His Chariot, 4th c. BC",,"File:Marble_Relief_of_Sun_God_Helios_in_a_Quadriga_from_Temple_of_Athena_at_Ilion-Troy,_300-280_BC_(28120631484).jpg"
helius-w100,Helius,,,John Flaxman,Illustration to the Iliad,1795,,"John Flaxman · Illustration to the Iliad, 1795","Helius — small charioteer with horses, lower left","File:(24)_Flaxman_Ilias_1795,_Zeichnung_1793,_188_x_255_mm.jpg"
helius-w101,Helius,,,Anonymous,Alexander as Helios,c. 100 AD,CC BY-SA 3.0,"Anonymous · Alexander as Helios, c. 100 AD (CC BY-SA 3.0)",Helius — Alexander the Great portrayed with the sun god's radiate features,File:0_Alexander-Helios_Capitolini_(1).JPG
helius-w103,Helius,,,Anonymous,Statue of the Sun God,2nd century AD,CC BY-SA 4.0,"Anonymous · Statue of the Sun God, 2nd century AD (CC BY-SA 4.0)",,"File:4._Silahtara%C4%9Fa_Statuary_Group_at_the_Museum_of_Archaeology,_Istanbul,_Turkey,_2nd_century_CE._This_is_one_of_the_deities.jpg"
helius-w105,Helius,,,Anonymous,Plate Depicting Helios,3rd century BC,,"Anonymous · Plate Depicting Helios, 3rd century BC",Helius — driving the chariot at left,File:AiKhanoumPlateSharp.jpg
helius-w106,Helius,,,Anonymous,Helios,c. 170 BC,CC BY-SA 4.0,"Anonymous · Helios, c. 170 BC (CC BY-SA 4.0)","Helius — rising with his chariot horses, Pergamon Altar frieze",File:Altar_P%C3%A9rgamo_Helios_01.JPG
helius-w107,Helius,,,Anonymous,Helios,2nd century AD,CC BY-SA 3.0,"Anonymous · Helios, 2nd century AD (CC BY-SA 3.0)",,File:Antalya_Museum_-_Helios.jpg
helius-w108,Helius,,,Anonymous,Helios,c. 100 AD,CC BY 2.5,"Anonymous · Helios, c. 100 AD (CC BY 2.5)",,File:Apollo1.JPG
helius-w109,Helius,,,Anonymous,Mosaic of the Sun God at Beit Alfa,6th century AD,,"Anonymous · Mosaic of the Sun God at Beit Alfa, 6th century AD",Helius — driving the chariot at the center of the zodiac wheel,File:Beit_alfa01.jpg
hephaestus-1,Hephaestus,Y,,Diego Velázquez,Apollo in the Forge of Vulcan,1630,,"Diego Velázquez · Apollo in the Forge of Vulcan, 1630","Hephaestus — bearded smith at the anvil, facing radiant Apollo","File:Vel%C3%A1zquez_-_La_Fragua_de_Vulcano_(Museo_del_Prado,_1630).jpg"
hephaestus-2,Hephaestus,,,Ferdinand Bol,Venus Obtaining New Armour for Aeneas at the Forge of Vulcan,1660,,"Ferdinand Bol · Venus Obtaining New Armour for Aeneas at the Forge of Vulcan, 1660","Hephaestus — among the smiths working at the forge, left","File:Aeneas_ontvangt_door_voorspraak_van_Venus_een_nieuwe_wapenrusting_in_de_smidse_van_Vulcanus,_SK-A-1576.jpg"
hephaestus-w100,Hephaestus,,,Anthony van Dyck,Thetis Receiving the Arms of Achilles from Vulcan,c. 1630-1632,,"Anthony van Dyck · Thetis Receiving the Arms of Achilles from Vulcan, c. 1630-1632","Hephaestus — muscular smith at left, presenting the armour",File:Anthonis_van_Dyck_066.jpg
hephaestus-w102,Hephaestus,,,Alexandre-Charles Guillemot,Mars and Venus Surprised by Vulcan,1827,,"Alexandre-Charles Guillemot · Mars and Venus Surprised by Vulcan, 1827","Hephaestus — bearded man at right, lifting the net","File:Guillemot,_Alexandre_Charles_-_Mars_and_Venus_Surprised_by_Vulcan_-_Google_Art_Project.jpg"
hephaestus-w103,Hephaestus,,,Foundry Painter,Hephaestus and Thetis,c. 490-480 BC,,"Foundry Painter · Hephaestus and Thetis, c. 490-480 BC","Hephaestus — bearded man seated at left, with helmeted Thetis",File:Hephaistos_Thetis_at_Kylix_by_the_Foundry_Painter_Antikensammlung_Berlin_F2294.jpg
hephaestus-w104,Hephaestus,,,Peter Paul Rubens,Thetis Receiving the Arms of Achilles from Vulcan,c. 1630-1635,,"Peter Paul Rubens · Thetis Receiving the Arms of Achilles from Vulcan, c. 1630-1635","Hephaestus — muscular smith at right, handing over the shield",File:Peter_Paul_Rubens_177.jpg
hephaestus-w105,Hephaestus,,,Guillaume Coustou the Younger,Vulcan,c. 1742,,"Guillaume Coustou the Younger · Vulcan, c. 1742",,File:Vulcan_Coustou_Louvre_MR1814.jpg
hephaestus-w106,Hephaestus,,,Anonymous,Hephaestus Producing the New Arms for Achilles,c. 70 AD,CC BY-SA 4.0,"Anonymous · Hephaestus Producing the New Arms for Achilles, c. 70 AD (CC BY-SA 4.0)","Hephaestus — smith holding the round shield, center",File:Wall_painting_-_Hephaistos_producing_the_new_arms_for_Achilles_-_Pompeii_(IX_1_7)_-_Napoli_MAN_9529.jpg
hera-1,Hera,Y,,Roman copy,Hera Barberini,2nd c. AD,,"Roman copy · Hera Barberini, 2nd c. AD",,"File:Hera,_Vatican_Museum.jpg"
hera-2,Hera,,,Luis López Piquer,The Goddess Juno in the House of Dreams,1850,,"Luis López Piquer · The Goddess Juno in the House of Dreams, 1850",Hera — the reclining goddess in the clouds at upper center,File:Luis_L%C3%B3pez_Y_Piquer_-_The_Goddess_Juno_in_the_House_of_Dreams_-_WGA13453.jpg
hera-3,Hera,,,Anonymous,The Goddess Juno,1822,,"Anonymous · The Goddess Juno, 1822","Hera — here as Juno, standing in her peacock-drawn chariot","File:Deusa_Juno_(Escadaria,_Pal%C3%A1cio_Quintela).png"
hera-w100,Hera,,,Giovanni Ambrogio Figino,Jupiter and Io,1599,,"Giovanni Ambrogio Figino · Jupiter and Io, 1599","Hera — crowned goddess seated on clouds, upper center",File:Figino.jpg
hera-w101,Hera,,,Anonymous,Hera Barberini,2nd century AD,,"Anonymous · Hera Barberini, 2nd century AD",,File:Hera_Barberini_Chiaramonti_Inv1210.jpg
hera-w102,Hera,,,Marie-Lan Nguyen,Hera Campana,2nd century AD,,"Marie-Lan Nguyen · Hera Campana, 2nd century AD",,File:Hera_Campana_Louvre_Ma2283.jpg
hera-w103,Hera,,,Douris,Hera and Prometheus,c. 480 BC,,"Douris · Hera and Prometheus, c. 480 BC","Hera — seated woman at left, holding sceptre and bowl",File:Hera_Prometheus_Cdm_Paris_542.jpg
hera-w104,Hera,,,Sabouroff Painter,Hera,c. 460 BC,,"Sabouroff Painter · Hera, c. 460 BC",,File:Hera_Staatliche_Antikensammlungen_2685_full.jpg
hera-w106,Hera,,,Marie-Lan Nguyen,Heracles Strangling the Snakes,c. 480 BC,,"Marie-Lan Nguyen · Heracles Strangling the Snakes, c. 480 BC",Hera — she sent the snakes against the infant Heracles,File:Herakles_strangling_snakes_Louvre_G192.jpg
hera-w107,Hera,,,Jacopo Tintoretto,The Origin of the Milky Way,1575,,"Jacopo Tintoretto · The Origin of the Milky Way, 1575","Hera — reclining woman whose breast sprays milk, center-left",File:Jacopo_Tintoretto_-_The_Origin_of_the_Milky_Way_-_Google_Art_Project.jpg
hera-w108,Hera,,,James Barry,Juno,c. 1790-1799,,"James Barry · Juno, c. 1790-1799","Hera — woman at right, embraced by bearded Zeus",File:James_Barry_001.jpg
hera-w109,Hera,,,Swing Painter,The Judgement of Paris,c. 540-530 BC,CC BY 2.5,"Swing Painter · The Judgement of Paris, c. 540-530 BC (CC BY 2.5)",Hera — one of the three goddesses in the procession,File:Judgement_of_Paris_Met_98.8.11.jpg
heracles-1,Heracles,Y,,Glykon after Lysippos,Farnese Hercules,early 3rd c. AD,,"Glykon after Lysippos · Farnese Hercules, early 3rd c. AD",,File:Herakles_Farnese_MAN_Napoli_Inv6001_n01.jpg
heracles-2,Heracles,,,Antonio del Pollaiuolo,Hercules and the Hydra,c. 1475,,"Antonio del Pollaiuolo · Hercules and the Hydra, c. 1475",,File:Antonio_del_Pollaiolo_-_Hercules_and_the_Hydra_(no_background).png
heracles-3,Heracles,,,Flemish School,Episodes from the Labours of Hercules,1500,,"Flemish School · Episodes from the Labours of Hercules, 1500","Heracles — bearded man with club and lionskin, foreground right",File:Flemish_School_-_Episodes_from_the_Labours_of_Hercules_-_515738_-_National_Trust.jpg
heracles-4,Heracles,,,Paul Grandhomme,Hercules and the Twelve Labours,1895,,"Paul Grandhomme · Hercules and the Twelve Labours, 1895","Heracles — standing at center, framed by his Labours on the plaque",File:Hercules_and_the_Twelve_Labors_MET_DP265426.jpg
heracles-w100,Heracles,,,Anonymous,Heracles at Bisotun,c. 150 BC,CC BY 2.0,"Anonymous · Heracles at Bisotun, c. 150 BC (CC BY 2.0)",,File:Bistoon_Kermanshah.jpg
heracles-w101,Heracles,,,Anonymous,"Buddha, Vajrapani and Herakles",c. 100 AD,CC BY-SA 3.0,"Anonymous · Buddha, Vajrapani and Herakles, c. 100 AD (CC BY-SA 3.0)","Heracles — muscular bearded figure at right, holding the club",File:Buddha-Vajrapani-Herakles.JPG
heracles-w102,Heracles,,,Annibale Carracci,Hercules,1596,,"Annibale Carracci · Hercules, 1596","Heracles — seated nude youth at center, between two women",File:CarracciHercules.jpg
heracles-w103,Heracles,,,Anonymous,Hercules on Olympus,c. 1st century AD,CC BY-SA 2.0,"Anonymous · Hercules on Olympus, c. 1st century AD (CC BY-SA 2.0)","Heracles — bearded nude man at right, striding forward",File:College_of_the_Augustali_(7254063590).jpg
heracles-w104,Heracles,,,Anonymous,The Eurytios Krater,c. 600 BC,CC BY 2.5,"Anonymous · The Eurytios Krater, c. 600 BC (CC BY 2.5)",Heracles — reclining banqueter among the diners,File:Eurytios_Krater_Louvre_E635_n1.jpg
heracles-w105,Heracles,,,Anonymous,Gandhara Herakles,c. 2nd century AD,CC BY-SA 2.0,"Anonymous · Gandhara Herakles, c. 2nd century AD (CC BY-SA 2.0)",,"File:Gandhara_Herakles,_Asia,_G33_South_Asia.jpg"
heracles-w108,Heracles,,,Anonymous,Herakles and Telephos,c. 160 AD,,"Anonymous · Herakles and Telephos, c. 160 AD",Heracles — bearded man cradling the infant Telephus,File:Herakles_and_Telephos_Louvre_MR219.jpg
heracles-w109,Heracles,,,Anonymous,Herakles and Antaeus,c. 1880,,"Anonymous · Herakles and Antaeus, c. 1880",Heracles — upright wrestler lifting his opponent off the ground,"File:Herakles_och_Antaios,_Nordisk_familjebok.png"
hermes-1,Hermes,Y,,Giambologna,Mercury,1580,,"Giambologna · Mercury, 1580",,File:Mercurius_by_Giambologna-Bargello.jpg
hermes-2,Hermes,,,Praxiteles,Hermes and the Infant Dionysus,c. 340 BC,,"Praxiteles · Hermes and the Infant Dionysus, c. 340 BC",,"File:Beeld_van_Hermes_in_Olympia_G_53._De_Hermes_van_Praxiteles_(Hermes_Bacchophore)._Olympia._(titel_op_object)_Griekenland_(serietitel),_RP-F-1997-31-53.jpg"
hermes-3,Hermes,,,Joshua Reynolds,Mercury as a Cut Purse,2013,,"Joshua Reynolds · Mercury as a Cut Purse, 2013","Hermes — shown as a winged-capped boy thief, god of thieves and travelers",File:Joshua_Reynolds_Mercury_as_Cut_Purse_miser.jpg
hermes-w100,Hermes,,,Anonymous,Head of Hermes,c. 5th century BC,CC BY-SA 2.5,"Anonymous · Head of Hermes, c. 5th century BC (CC BY-SA 2.5)",,File:AGMA_T%C3%AAte_d%27Herm%C3%A8s.jpg
hermes-w101,Hermes,,,Tarquinia Painter,Hermes with the Herald's Staff,c. 480 BC,,"Tarquinia Painter · Hermes with the Herald's Staff, c. 480 BC",Hermes — wearing the traveller's hat and holding the kerykeion,File:Achilles_embassy_Louvre_G264_n3.jpg
hermes-w102,Hermes,,,Adolf Hirémy-Hirschl,The Souls on the Banks of the Acheron,1898,,"Adolf Hirémy-Hirschl · The Souls on the Banks of the Acheron, 1898","Hermes — winged hat, dark cloak, leading souls at upper right",File:Adolf_Hir%C3%A9my-Hirschl_-_Die_Seelen_am_Acheron_-_942_-_%C3%96sterreichische_Galerie_Belvedere.jpg
hermes-w103,Hermes,,,Anonymous,The Tomb of Judgement at Lefkadia,c. 350 BC,,"Anonymous · The Tomb of Judgement at Lefkadia, c. 350 BC","Hermes — shown as Psychopompos, holding the caduceus","File:Ancient_Mieza,_Macedonian_tombs_of_Lefkadia,_The_Tomb_of_Jugdement_545fddcedb8f434cdb346f41dbd838ec.jpg"
hermes-w104,Hermes,,,Anonymous,Circular Pyxis,c. 5th century AD,,"Anonymous · Circular Pyxis, c. 5th century AD","Hermes — at left, holding the caduceus toward the woman",File:Byzantine_-_Circular_Pyxis_-_Walters_7164_-_View_C.jpg
hermes-w106,Hermes,,,Anonymous,Ixion Bound to the Wheel by Vulcan in the Presence of Juno,c. 60 AD,CC BY-SA 4.0,"Anonymous · Ixion Bound to the Wheel by Vulcan in the Presence of Juno, c. 60 AD (CC BY-SA 4.0)",Hermes — central nude youth holding the caduceus,"File:Casa_dei_vettii,_vestibolo,_oechus_affrescato_sul_peristilio,_issione_legato_alla_ruota_da_vulcano_alla_presenza_di_giunone_02.jpg"
hermes-w107,Hermes,,,Euphronios,The Euphronios Krater,c. 515 BC,,"Euphronios · The Euphronios Krater, c. 515 BC","Hermes — bearded central figure, traveler's hat and caduceus",File:Euphronios_krater_side_A_MET_L.2006.10.jpg
hermes-w108,Hermes,,,Alcamenes,Herm of Hermes,c. 420 BC,CC BY-SA 2.0,"Alcamenes · Herm of Hermes, c. 420 BC (CC BY-SA 2.0)",,File:Herma_Hermes_Getty_Villa_79.AA.132.jpg
hermes-w109,Hermes,,,Anonymous,Hermes,c. 1st century AD,CC BY-SA 4.0,"Anonymous · Hermes, c. 1st century AD (CC BY-SA 4.0)",,File:Hermes_(Mercury)_at_the_Getty_Villa_(bronze_copy_of_a_Roman_bronze).jpg
hyperesia-map,Hyperesia,Y,Y,,Homeric Greece,,,Homeric Greece,"Hyperesia — a town in Achaea, northern Peloponnese",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
hyperia-map,Hyperia,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597","Hyperia — fabled former Phaeacian homeland, near the Cyclopes",File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
ino-2,Ino (Leucothea),,,William Bromley,Odysseus on the Raft Receives the Sacred Veil from the Goddess Leucothea,1806,,"William Bromley · Odysseus on the Raft Receives the Sacred Veil from the Goddess Leucothea, 1806",Ino (Leucothea) — the garlanded woman in the waves,"File:William_Bromley_-_Odysseus_on_the_Raft_Receives_the_Sacred_Veil_from_the_Goddess_Leucothea,_1806.jpg"
ino-w100,Ino (Leucothea),,,Anonymous,Nymph Called Ino or Doto,c. 2nd century AD,,"Anonymous · Nymph Called Ino or Doto, c. 2nd century AD",,File:(Toulouse)_Nymphe_appel%C3%A9e_Ino_ou_Dot%C3%B4_Saint-Rustice_-_Mus%C3%A9e_Saint-Raymond_Ra_20b.jpg
ino-w101,Ino (Leucothea),,,Arcangelo Michele Migliarini,Athamas Seized by the Furies,1801,,"Arcangelo Michele Migliarini · Athamas Seized by the Furies, 1801","Ino — woman in white at center, clutching the infant",File:Atamante_preso_dalle_Furie_0014.jpg
ino-w102,Ino (Leucothea),,,Anonymous,Athamas and Ino,c. 17th century,,"Anonymous · Athamas and Ino, c. 17th century",Ino — fleeing at right with the torch,File:Athamas_i_ino.jpg
ino-w103,Ino (Leucothea),,,Gaetano Gandolfi,Athamas Killing the Son of Ino,1801,,"Gaetano Gandolfi · Athamas Killing the Son of Ino, 1801",Ino — woman in white fleeing at right with a child,File:Athamas_tue_le_fils_d%27Ino_-_Gaetano_Gandolfi_(1801).jpg
ino-w104,Ino (Leucothea),,,Anonymous,Athamas and Ino,c. 17th century,,"Anonymous · Athamas and Ino, c. 17th century",,File:Athamas_und_Ino_ubs_G_0732_II.jpg
ino-w105,Ino (Leucothea),,,Godfried Maes,Athamas Tearing Apart His Children,c. 1664–1700,,"Godfried Maes · Athamas Tearing Apart His Children, c. 1664–1700",Ino — woman fleeing at left carrying a child,"File:Godfried_Maes_-_Illustrations_to_the_Metamorphoses_of_Ovid,_Athamas_tearing_apart_his_Children.jpg"
ino-w106,Ino (Leucothea),,,Antonio Tempesta,"The Insane Athamas Killing Learchus, While Ino and Melicertes Jump into the Sea",1606,,"Antonio Tempesta · The Insane Athamas Killing Learchus, While Ino and Melicertes Jump into the Sea, 1606",,"File:The_Insane_Athamas_Killing_Learchus,_While_Ino_and_Melicertor_Jump_into_the_Sea_LACMA_65.37.123.jpg"
poseidon-2,Ino (Leucothea),Y,,Walter Crane,Neptune's Horses,1892,,"Walter Crane · Neptune's Horses, 1892","Poseidon — rising among the horses at upper right, with trident",File:Neptune%E2%80%99s_Horses_(1892)_by_Walter_Crane.jpg
iolcus-map,Iolcus,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Iolcus — a city in Thessaly, northern Greece","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
irus-1,Irus,Y,,Anonymous,The Fight between Odysseus and Irus,1903,,"Anonymous · The Fight between Odysseus and Irus, 1903",Irus — the defeated man fallen on the ground,"File:Gevecht_tussen_Odysseus_en_Irus,_RP-P-1890-A-15578.jpg"
ismarus-map,Ismarus,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Ismarus — a city in Thrace, on the northern Aegean coast","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
ithaca-map,Ithaca,,Y,Pierre Lapie,The Voyages of Telemachus and Ulysses,1831,,"Pierre Lapie · The Voyages of Telemachus and Ulysses, 1831","Ithaca — Odysseus' home island, the goal of his long voyage west of Greece","File:Carte_des_voyages_de_T%C3%A9l%C3%A9maque_et_d%27Ulysse_-_dress%C3%A9_par_le_P._Lapie,_capitaine_ing%C3%A9nieur_g%C3%A9ographe_-_btv1b8444400s.jpg"
odysseus-2,Ithaca,Y,,Pinturicchio,The Return of Ulysses,c. 1509,,"Pinturicchio · The Return of Ulysses, c. 1509","Ithaca — Odysseus's island home, where Penelope waits at her loom","File:Pinturicchio,_Return_of_Odysseus.jpg"
laertes-2,Laertes,Y,,Theodoor van Thulden,Odysseus Embracing Laertes in His Vineyard,1632,,"Theodoor van Thulden · Odysseus Embracing Laertes in His Vineyard, 1632",Laertes — the older man being embraced at left,"File:Odysseus_omhelst_La%C3%ABrtes_in_zijn_wijngaard_De_werken_van_Odysseus_(serietitel),_RP-P-OB-66.784.jpg"
laertes-4,Laertes,,,Theodoor van Thulden,Odysseus Welcomed by Dolius and His Sons,1632,,"Theodoor van Thulden · Odysseus Welcomed by Dolius and His Sons, 1632","Laertes — Odysseus's father, reunited at his farm","File:Odysseus_verwelkomt_door_Dolios_en_zijn_zonen_De_werken_van_Odysseus_(serietitel),_RP-P-OB-66.785.jpg"
laestrygonians-1,Laestrygonians,Y,,Anonymous,The Laestrygonians,c. 50 BC,,"Anonymous · The Laestrygonians, c. 50 BC",,File:R%C3%B6mischer_Meister_um_125_v._Chr._001_cropped.jpg
laestrygonians-2,Laestrygonians,,,John Flaxman,Odysseus and the Laestrygonians,1805,,"John Flaxman · Odysseus and the Laestrygonians, 1805",Laestrygonians — the giant at center wielding the club,File:OdysseyAntiphates.png
laestrygonians-3,Laestrygonians,,,Anonymous,The Laestrygonians,1851,,"Anonymous · The Laestrygonians, 1851",Laestrygonians — the cannibal giants among Odysseus's men in this wall painting,File:Laestrygonians_I.JPG
laestrygonians-4,Laestrygonians,,,Anonymous,The Laestrygonians,1851,,"Anonymous · The Laestrygonians, 1851",Laestrygonians — the cannibal giants attacking Odysseus's men,File:Laestrygonians_II.JPG
laestrygonians-w100,Laestrygonians,,,Anonymous,Laestrygonians Hurling Rocks at the Fleet of Odysseus,c. 50 BC,,"Anonymous · Laestrygonians Hurling Rocks at the Fleet of Odysseus, c. 50 BC",,File:Laestrygonians_Hurling_Rocks_at_the_Fleet_of_Odysseus.jpg
laestrygonians-w102,Laestrygonians,,,Anonymous,Landscape with Scenes from the Odyssey,c. 50 BC,,"Anonymous · Landscape with Scenes from the Odyssey, c. 50 BC",Laestrygonians — Odysseus's men in the land of these cannibal giants,File:R%C3%B6mischer_Meister_um_125_v._Chr._001.jpg
land-of-the-cyclopes-map,Land of the Cyclopes,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597",Land of the Cyclopes — among the mythical wandering lands of Ulysses,File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
land-of-the-lotus-eaters-map,Land of the Lotus-Eaters,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597",Land of the Lotus-Eaters — among the mythical wandering lands of Ulysses,File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
lemnos-map,Lemnos,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Lemnos — island in the northeastern Aegean, home of the Sintians","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
lesbos-map,Lesbos,Y,Y,,Homeric Greece,,,Homeric Greece,"Lesbos — large island off the Asia-Minor coast, northeastern Aegean",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
libya-map,Libya,Y,Y,Abraham Ortelius,Aegyptus Antiqua (Ancient Egypt),1584,,"Abraham Ortelius · Aegyptus Antiqua (Ancient Egypt), 1584",Libya — North African coast west of Egypt,"File:Abraham_Ortelius,_%C3%86gyptus_Antiqva_(FL25570117_2499962).jpg"
lotus-eaters-1,Lotus-Eaters,Y,,Robert S. Duncanson,Land of the Lotus Eaters,1861,,"Robert S. Duncanson · Land of the Lotus Eaters, 1861",,File:Robert_Duncanson_-_Land_of_the_Lotos_Eaters.JPG
lotus-eaters-w100,Lotus-Eaters,,,Theodoor van Thulden,The Lotus-Eaters,1633,,"Theodoor van Thulden · The Lotus-Eaters, 1633",,File:Lotus-eaters.png
malea-map,Malea,Y,Y,,Homeric Greece,,,Homeric Greece,Malea — cape at the southeast tip of the Peloponnese,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
marathon-map,Marathon,Y,Y,,Homeric Greece,,,Homeric Greece,Marathon — northeast of Athens on the Attic coast,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
antinous-4,Melanthius,Y,,Henry Fuseli,Odysseus Slaying the Suitors,1806,,"Henry Fuseli · Odysseus Slaying the Suitors, 1806","Melanthius — the treacherous goatherd, slain in this slaughter","File:Luigi_Schiavonetti_-_Odysseus_Slaying_the_Suitors,_1806.jpg"
menelaus-1,Menelaus,Y,,Anonymous,Menelaus Supporting the Body of Patroclus,Hellenistic,,"Anonymous · Menelaus Supporting the Body of Patroclus, Hellenistic",Menelaus — the standing helmeted warrior holding the corpse,File:Florence_-_Menelaus_holding_the_body_of_Patroclus.jpg
menelaus-w100,Menelaus,,,Anonymous,Bust of Menelaus,c. 100 AD,,"Anonymous · Bust of Menelaus, c. 100 AD",,"File:Brogi,_Giacomo_(1822-1881)_-_n._4140_-_Roma_-_Vaticano_-_Menelao_-_Busto_in_marmo.jpg"
menelaus-w102,Menelaus,,,Anonymous,Menelaus Captures Helen in Troy,c. 530 BC,,"Anonymous · Menelaus Captures Helen in Troy, c. 530 BC","Menelaus — the helmeted, shielded warrior at right",File:Menelaus_captures_Helen_in_Troy_(cropped).jpg
menelaus-w103,Menelaus,,,Anonymous,Menelaus with the Body of Patroclus,c. 240 BC,,"Anonymous · Menelaus with the Body of Patroclus, c. 240 BC",,File:Patroclus_corpse_MAN_Firenze.jpg
mentor-1,Mentor,Y,,John Flaxman,Athena as Mentor,1805,,"John Flaxman · Athena as Mentor, 1805","Mentor — the bearded elder at left, leading Telemachus",File:OdysseyTelemachos_(cropped).png
